run_id,dataset,model,attack,N,seed,num_success,num_fail,num_skip,original_accuracy,accuracy_under_attack,attack_success_rate,avg_perturbed_word_pct,avg_num_queries
mdg-nlp_tlink-extr-classification-sentence_bert_pwws_n200_seed42,mdg-nlp/tlink-extr-classification-sentence,bert,pwws,200,42,148,24,28,0.86,0.12,0.8604651162790697,9.961793345985535,186.695
