run_id,dataset,model,attack,N,seed,num_success,num_fail,num_skip,original_accuracy,accuracy_under_attack,attack_success_rate,avg_perturbed_word_pct,avg_num_queries
mdg-nlp_tlink-extr-classification-sentence_roberta_pwws_n200_seed42,mdg-nlp/tlink-extr-classification-sentence,roberta,pwws,200,42,137,25,38,0.81,0.125,0.845679012345679,9.8067629963031,175.795
